Feature_1,Feature_2
8.527313781,1.336906878
9.113888382,2.341790872
5.033698839,5.820678673
-5.014810509,-5.230926911
6.590314861,9.139490058
8.232795033,2.191465798
-8.161783844,6.716861103
-1.608640373,0.498663708
-2.627267625,3.258811071
-6.735979919,8.2723535
-3.977868083,-5.473257111
-4.706721403,-5.751903829
7.608349496,6.468287076
4.971936865,4.41722232
-3.536365278,3.046948794
6.998669382,-5.719984543
-0.90040679,2.415786171
8.007092166,1.706950053
-6.215495973,-5.387387258
5.239784588,3.458487289
-3.510820106,3.294681061
2.695243899,-3.093485651
3.112342363,-2.533704584
-4.584522789,-3.77380887
2.992345075,-2.71035425
-0.891167577,1.778117436
-1.954395826,2.144037592
-5.804813905,-5.97135089
7.824380961,-5.092725746
-8.153350511,8.137314542
-5.411093534,-5.847370818
6.023484961,1.854088422
-4.073123537,-5.656545855
-4.505216287,3.12377461
-8.371673697,6.290558998
3.133696157,-2.839151097
1.817217651,4.088267019
6.626686746,-5.520646908
7.314901946,-4.25608131
6.191397019,3.118565865
4.960218111,3.677188023
-4.759605369,2.422212629
-3.212952648,2.766145938
8.297766174,3.305901294
-1.692764319,3.179229181
-4.548635966,2.516621263
7.675964658,1.344730612
-3.263636668,2.301357561
3.512031263,-2.703736525
2.200190073,6.511270535
-4.047024803,2.498968008
-2.084198854,0.00684688
3.26914804,-2.463746331
-3.258044531,3.431904165
-2.670706217,2.45265425
8.880033995,0.104917752
1.032318911,1.362957472
-0.62148116,-0.087656535
-6.361339831,8.058118325
-0.719990372,3.403154709
2.864064271,4.600021506
8.035409329,5.010199767
9.52615059,3.707559825
-1.541677457,2.516049977
-5.654576547,-3.326090179
5.999468751,5.693886939
-4.820726015,-4.989926079
-4.963542528,-5.521280278
6.825737781,7.281974078
7.864711586,1.705973408
3.644876377,-2.663409324
-1.520932253,2.776635128
-6.571683308,7.077156496
-5.376830644,-4.81436005
3.096024558,-3.154558232
-4.926591379,-6.590055132
4.819916966,-4.024930899
-6.021577888,7.522142546
6.628679487,5.14697473
7.47639617,0.943508032
-2.004323047,0.609962373
3.371047686,-2.85035371
7.836695838,1.904296698
7.10597717,1.085709056
6.776396684,-7.232852405
-1.484458137,2.249225225
-2.587327331,3.252993052
-5.788580837,-4.596762788
6.26093004,5.820100352
-2.621133559,2.268545542
5.655107828,5.606442132
-3.553617771,3.392992145
-8.368315039,8.987275999
-5.657776316,-4.805050231
8.382324157,-4.941602709
-6.240530745,-4.94514962
8.047032641,1.04545544
3.245124746,0.69160668
-4.498315289,4.035747642
7.229151586,2.087903339
2.893278565,-2.254636932
-3.51312357,3.594371478
5.880040702,4.287644515
4.329017157,6.921524543
-8.656623208,6.475551864
0.215964395,0.71589828
3.28449154,-2.185801688
6.922465693,5.836536591
4.275884717,3.570007088
-1.422788922,2.268660829
-4.93702406,3.485043036
-6.267507897,7.288723663
3.419476371,3.398295618
7.552761177,1.835687923
-5.236263972,1.93484616
-4.59926625,-5.782044196
3.20911249,5.214414642
-4.402165116,-4.511703788
-2.056304695,2.572448993
5.903868165,-6.587157319
6.020303834,-4.827039674
3.430236744,-3.291538719
7.533642771,-5.74766008
-7.409686593,7.71232216
4.736218393,7.492205249
3.111957067,-2.317929785
-3.679558994,4.172144703
-8.365824155,6.85103069
3.695103775,-2.721094847
3.735585164,-3.104661839
2.044844273,6.338896007
-2.039303924,1.347890275
-6.574510067,8.197246924
-5.989560569,-6.05636529
6.971282619,2.738142368
-1.263778433,0.772648922
0.218747314,3.351878035
8.031755399,-6.356191006
6.999577775,1.967756979
-2.041621865,2.281057679
-3.770525179,3.646989098
-3.187525784,1.849055696
6.660749232,-0.895890982
-7.172801737,7.771920155
8.252908325,0.080663936
5.214825186,-6.298413252
5.448129363,3.872313425
-3.21452525,0.014171994
-2.322666429,0.67216891
-4.305734966,1.875396029
-5.01079778,-5.846168743
-4.596010177,-4.307395845
-7.002403841,6.410728348
-6.099601412,7.451225319
-0.565944045,0.172175714
3.379464295,-2.859404288
-0.55218924,1.019677195
-6.224844506,7.553040086
4.597204028,3.663211662
-6.088637278,7.105753791
4.360463606,6.722668564
-5.015212966,-5.802023492
-5.202054521,-5.998226546
-8.038543821,5.368724185
-5.549072452,8.807196644
-3.41274165,2.567922769
-4.602628678,-5.110611441
-5.215525468,-4.425966195
8.41989078,3.211603181
7.280053544,0.282798077
-7.194269132,6.2442085
6.183360922,2.130557371
-1.733439474,1.425501654
8.162956468,3.172950234
-4.440484376,4.073609397
-7.583599326,8.038378851
2.916439143,-2.858710025
-5.424400918,-5.460654593
7.392559383,1.63723161
-6.661447124,6.062074423
-1.679539681,3.067556955
8.128743893,2.76465079
-4.939356353,-5.541729369
2.981193615,3.77111321
-3.955616954,-4.983196927
-2.872564611,1.702977637
-8.548960525,7.257975981
8.772212776,1.254623354
-2.828583537,3.938322736
-6.682546739,6.667139596
-6.927319476,6.588506855
-0.195922038,3.052834749
2.477595403,-3.983178295
-1.328251462,3.296936871
-1.372597414,1.311559995
4.97110943,4.605663756
6.190233081,2.37720204
-4.109128725,2.616198892
4.880537913,5.678557694
3.286864876,-6.76000305
3.124388399,5.90677299
6.68616908,6.421289693
7.251240574,1.425545546
7.885110787,1.495453127
5.564614289,3.646922668
6.664029715,-4.660245239
6.421274137,-7.491998807
2.742919439,6.140083946
-6.102135494,-5.750260032
7.485428562,2.299346759
4.389445531,6.029477685
-1.408018519,2.221803348
5.247141262,5.076331553
8.203185371,2.015851927
6.731745118,-7.14375866
-7.093636189,8.325796648
3.619141536,-2.989364212
4.037769636,5.731808427
-3.521669705,2.853480326
3.758614669,5.129215825
-0.139399409,0.801975151
9.347688515,3.671932109
-4.33144631,-5.903765484
-2.975075933,3.697801141
-6.118854059,-4.549624611
6.108974616,-4.166403111
3.066770452,-3.076234918
-3.75907842,-4.907460293
-4.834943932,8.190548594
-2.288390478,1.550215031
1.455601347,3.485403943
7.376974704,0.227969172
-4.534300273,3.026556485
9.147851664,1.86345701
3.199843976,-3.325678447
5.234473125,-7.08844116
-3.995055789,2.537775202
-5.920794862,-4.699441585
-6.549396587,5.13018366
-6.765975546,6.751471382
-6.496633537,-5.281210787
3.282754823,-3.88038138
-5.718731737,-4.606464663
-5.854096344,-5.113903588
-8.202149526,6.604319288
-1.652997627,4.946360168
8.00646062,0.122170107
4.441689836,6.63312293
4.875978971,4.817378737
-1.80025735,2.590941517
4.412362776,3.616384723
6.904445577,2.143516256
3.31688844,-2.793100451
2.451862457,-3.720025441
3.797252532,-3.423480674
5.363496179,3.847674822
8.442286507,2.512784321
8.460349618,3.741638636
5.000791938,5.901810123
-7.627733906,6.711961126
5.699644974,4.946537777
-1.933130105,3.313029822
5.066705442,-6.299682013
3.498023843,-3.378397544
6.791164105,3.528251703
-0.925768136,2.762206162
-3.35140166,-3.595727326
-4.703083301,-5.483188149
9.166456756,1.003558865
-2.781701604,1.419336999
3.499503013,3.983382544
-6.275542127,-5.479500018
5.932357835,4.445584496
-1.378809175,1.129107424
-4.904583887,3.482795464
-3.287636973,3.190046718
-5.618260172,-5.189454885
2.98634773,-3.46663398
4.567020205,-5.114232636
5.527172311,6.605225357
-6.396752499,7.298158466
-5.81326538,8.436335406
-3.521501474,2.043831002
5.948900526,-6.17484582
4.044187352,-3.069794814
2.237171843,-2.368707948
-3.600570902,3.677729262
-4.065774351,-4.796463325
-6.716248976,6.012126659
-7.72960247,7.361417317
3.090299397,-8.756910198
3.332813065,5.369757168
3.269377996,-3.460336797
-5.174144963,-4.120978518
7.674820494,1.942234255
3.650870645,-2.219244402
-1.846274702,1.182738011
6.062321635,5.349824197
5.833406699,5.134371022
6.707681429,0.815765765
-5.953042798,-4.474757113
-3.302275042,-4.174027792
-5.856713998,-4.614022068
-8.05014074,7.757495149
8.589478026,2.729718781
4.759800807,6.007010115
-5.530099007,-4.543521065
-5.677434974,-6.21187778
-3.803554517,4.231034339
-7.300859747,5.790523065
-1.015421383,2.608728837
2.663254688,-2.860502919
6.210683895,3.5396807
9.912294263,3.198205156
-5.471491806,-4.320318322
-3.376861112,3.724674534
4.657718925,-5.482694835
5.211075269,-5.405007438
-1.588729584,2.548103863
-8.820603301,7.270057358
5.747332623,6.710223558
-5.626602634,-5.257649213
5.458947274,-7.469090141
-4.763103778,-4.791155782
3.649068898,5.957587888
-5.196310493,-5.602988931
6.079636913,3.060090563
7.459946794,6.113191237
2.649004156,-3.331450459
-4.016486506,2.877952019
8.704586361,1.611986987
3.338962936,-3.243955704
-4.26877989,3.175140144
7.16396206,-6.821051048
-0.999293415,2.551016095
-1.770681118,2.055723858
-3.428219894,-4.971789158
8.352098255,-6.283459664
-3.817684764,-5.414616175
4.059924163,6.293590209
8.896023363,3.532855349
-4.793959687,-5.059556733
-2.277121436,2.835447638
8.48002332,2.755521654
3.490882743,-3.162415692
2.411289907,3.983653021
-0.295394902,1.315104448
6.276346943,4.793942317
5.518339472,-7.827237125
-2.647711616,1.06603433
7.671044657,1.863830702
8.093787379,3.398700629
6.199912853,2.575534087
-0.818813122,1.743213387
-3.877764551,-6.12148085
-4.430708098,-5.899713673
5.287250567,-4.916665915
-5.423808163,-4.589386054
-0.104513425,1.372567967
-2.521395473,1.628993452
-2.855414939,2.127716273
-5.028660831,-3.748285075
5.953127045,3.141112408
-3.649533995,3.034841581
6.429704951,5.430686248
-4.500704146,-4.497323593
-2.660366185,1.194051958
-5.896122657,7.475167746
-5.663196009,-5.448144832
-6.227291337,-3.977858542
4.294936778,5.398817344
8.576488642,2.110770381
4.782541713,-6.868113423
4.468938934,4.139597341
2.678240885,-2.536079936
6.717989919,-5.186679786
-5.840925935,6.663745261
4.034675252,6.544941226
-1.162132024,2.472182463
6.044581171,6.432957813
-7.525879676,7.177750106
3.369131092,3.371262307
7.373874611,1.173685715
5.366636202,-6.457497713
-3.787326983,3.505093754
3.227943886,-1.917498828
-7.056588489,8.21897079
4.030659035,7.662966339
5.001808213,3.774367053
7.266161935,1.040388561
4.747784272,4.291864133
7.567792872,-4.989370441
4.803114549,5.115277824
-8.654887436,6.039953705
4.006693624,-2.931732334
7.226174043,5.533420023
-3.830630205,1.169710316
-3.030029336,2.840371855
2.665463631,-2.480047656
8.611052289,1.268837886
3.100549523,-2.474672802
-3.759348483,2.965943354
7.136872196,-6.844694795
3.209544752,6.37873126
-3.354738949,3.337881521
3.542514898,2.930572753
1.072101446,1.88472812
-4.938105354,-5.689027361
8.713858119,1.890148581
-6.086228379,5.454270213
7.112776572,1.744260412
-6.370507623,-3.916902101
-6.526528101,6.732358909
5.380609492,5.701539758
-5.027769416,-5.93494243
-2.735346429,1.534758128
7.872068117,2.304818586
-4.335186219,2.396056965
3.284410689,5.162839559
-5.36748872,-5.679875496
9.238846805,2.281818926
3.552762966,-2.406484847
7.129404507,4.099364651
-4.1612805,2.353036799
6.660621004,4.819428254
5.497970496,5.28574952
-4.259057962,-3.472466688
-6.158016305,6.6307928
4.196054832,6.212086697
-4.674631248,2.32999436
8.623571826,2.524314187
8.400296427,1.256911685
7.061680075,0.944989622
2.623017706,-3.140337538
5.229937258,-5.839387995
3.059790184,-3.48653447
3.695505378,6.688152177
-3.946831312,3.519877693
-1.656961531,2.401348148
-2.998826688,2.565698668
-5.600405355,5.657872252
3.290653179,-3.757894355
7.491888822,4.314355615
-4.587961851,-1.917814807
-5.050143278,-4.235886144
4.520228715,5.227636988
-5.245066928,7.018401631
4.15674796,4.686167189
3.00517631,-3.655918116
6.764426494,2.31633191
2.913464088,-2.992210476
8.839815265,1.799551369
-4.713770112,-4.551372379
5.315877787,-4.195160888
-7.361462767,7.416446038
-4.153260411,-6.406991589
7.166186056,-4.342662446
7.298132348,2.973786328
5.189569369,7.908393499
3.596841947,6.628973174
-3.736629748,-4.386052217
7.700766772,6.858419529
8.884414303,-6.206758774
7.873662447,2.276851401
-6.508792335,6.64197062
-5.087008119,-4.678630622
-4.692747641,-5.026155798
-2.047466185,2.817800837
2.7117448,-4.295521146
-6.334583176,8.941217436
-3.171047904,3.264370156
7.270099223,0.997358195
4.300945247,2.607945399
4.716319414,6.382475168
-3.79404311,2.83591454
6.330331085,4.368857309
-4.818032052,-3.954285797
-2.310850575,1.764380181
-3.432022412,2.196215698
4.641601851,4.449763382
7.356787391,2.469151915
-5.027457823,5.614012058
5.638830809,5.028721666
2.505704446,-3.551794659
3.298700035,-2.649413629
-0.765013235,2.567116979
5.666966322,-6.31394668
2.598162716,-2.180441597
3.481939558,-1.894738499
7.665327906,1.34438454
5.766803899,7.060487818
-1.764174596,2.850804509
9.073461649,0.86791866
-5.707085949,-4.877019915
5.094196636,-5.243365463
-6.630499628,-5.806469049
9.062576821,1.435417899
5.841379172,4.556779523
7.959596273,2.164250928
-8.951101864,7.143587937
-3.867955008,2.727211942
6.244212263,4.709260792
-4.783634539,-5.040190488
8.52754922,1.628827564
-5.355434608,-4.698159606
6.5311895,-6.400151012
9.844830886,2.000614537
5.036329185,7.118330833
3.080286991,-2.99847699
-0.504697769,-0.488068279
-8.026369208,8.230000573
-5.735539387,-3.760052476
-6.494410758,8.489113108
-4.302143491,-4.853326395
3.840683498,5.610578431
-3.376731786,3.402643511
2.632235029,-2.381953412
3.032237207,-3.987733283
-0.7116419,0.768181641
-5.79973825,6.536838638
-3.697107564,-6.104081167
4.603227738,1.994206453
-6.21215285,-3.906500586
-3.877352007,5.089681302
-1.74994063,-0.450081842
-3.982228106,1.656228791
-2.059356452,2.809783391
5.957076652,5.751266712
-4.740732824,-5.308065824
-3.827480985,-5.18062104
6.614010708,5.031967473
2.680519126,-3.661544897
3.764234213,-2.746082122
-5.062511623,2.750079559
-4.961182698,-5.664760093
6.253532479,-6.98576669
-3.613340613,0.897617664
8.386406741,2.341675684
3.228780777,6.671482542
-8.181874125,7.449473913
3.463719764,7.78113885
5.73238274,-6.970551851
3.542947783,-2.762650884
-4.382676059,2.809841423
-1.764985694,0.825952667
7.527889688,3.216982411
5.424931807,4.611642539
6.188354183,-5.968926044
-5.776916933,6.7411456
-5.799468342,7.14035987
6.992408484,1.64582313
-5.238811875,6.999686327
6.105265846,4.578008664
7.090461602,1.536303446
-1.98328485,1.971049895
-4.160573521,2.969566135
-5.473915139,-5.691192616
3.341442997,4.677618455
-3.514564762,2.725591152
-5.48136529,-3.518177452
-3.522563554,4.041072309
6.116287957,4.72816374
5.890335083,0.589417048
9.502162573,1.151697795
6.783370057,6.062455771
4.15966477,-2.80334108
-4.647797238,3.178768629
5.403690412,4.485211587
5.781683643,5.967823379
-2.048189541,0.283069877
2.153521593,-3.049169813
2.508756303,-3.112316575
3.074333729,-3.168542986
6.853673288,3.393419481
5.462075809,4.412527149
5.319794942,3.872046002
-5.629463856,7.6952029
-5.845023417,3.002362855
-4.964332251,2.604658197
2.817339224,-2.907659847
2.890523804,4.875341641
2.721254107,-3.68490149
-5.211725467,-2.823864667
-4.626742426,2.714329413
8.881000603,0.765431184
5.132986386,5.295973561
-3.426855649,4.076552343
5.959623387,-7.182588442
4.909838462,-7.152685199
-5.375579509,-4.565951965
-4.450991848,-6.290172697
7.354685466,0.843874161
-8.293141544,7.572390311
7.167892297,0.562160747
8.381660175,2.035502343
3.476267272,5.092519775
-4.944158332,-5.308250877
6.94549182,4.965697907
7.102626476,-7.602280309
-3.285031693,4.461909941
5.188350993,-6.239882965
2.643685772,3.309848797
-4.424690206,3.147898585
6.108215721,5.923051226
3.361190679,-3.186416576
-4.056562253,-4.945985215
4.852117802,5.028274434
5.657713608,5.029424987
-6.771003608,5.142098549
-0.22815158,3.656109625
4.960391365,5.420241738
-4.781567108,3.865068134
-3.217820829,4.013949461
-2.605239253,2.463340389
-3.726512855,2.07146951
-4.726595219,-3.499063329
-4.840752244,-5.480173502
-4.313872301,-5.127950824
-2.212336673,1.042043307
7.590907053,1.80321205
4.275408422,5.220189518
-1.868726246,2.870919949
7.504896245,1.867677119
-7.089234154,6.962429355
3.692136409,-2.71804544
-4.778647361,-4.338253401
2.709159543,-3.507378365
-1.884655068,1.445269654
3.957930303,4.386076343
5.113150458,2.597051282
-1.209746873,4.412245447
8.12589851,2.896506393
-3.446739673,3.238035906
-5.085624288,-5.828193858
7.08869795,4.624930228
2.314049429,-3.806780699
-1.347679814,1.555262801
-5.461417064,-4.395687019
-4.550190223,2.033268778
-4.811508354,-4.383307845
-3.662693757,3.383085358
-1.225418983,4.595905668
2.504303825,-4.076695057
8.703917001,1.288190556
-3.466553371,2.855598116
-5.559780406,-4.828816071
7.640090844,2.242365277
8.7849773,1.716421942
2.607550843,-2.675859783
8.271530008,2.157982607
3.231440313,6.781519083
-4.725105368,-6.410432124
-0.763659855,2.286546991
-4.909706866,3.580812693
5.714536654,5.758205239
-5.388290838,-4.934500688
-7.735303461,7.721479324
-4.039028862,-5.326460298
4.898075893,-6.847715555
-2.845212429,0.309846444
3.287466329,4.709510811
6.781079077,8.884345463
2.895488371,-3.425260227
7.39689632,3.054546123
4.843986923,-4.758109274
4.725655338,7.062314629
-4.930362345,-5.23920588
5.848204309,-6.826225194
-4.951815832,-3.02940631
-4.349186226,-5.984691453
-4.151911935,2.784062048
2.817523635,-3.419604834
6.175085764,4.622691671
-4.489126033,-6.32921605
-8.31713192,7.776027914
4.950155014,4.687824714
7.898184753,0.830705273
-6.285157056,-4.837229091
7.105523593,2.378172389
8.958654769,3.307355071
7.62095923,-6.080605212
7.296196857,1.316267194
3.868670589,-6.510212438
6.745066157,-8.32162644
8.854635114,1.946526337
-5.711611544,-5.652648228
7.128758817,1.720723065
7.651070075,1.627745901
7.655464529,1.888643948
8.209944587,-4.606993902
6.183634282,-8.769736424
-1.901259213,3.27857645
-2.603032757,5.176942989
2.628213947,6.342557471
-5.352035589,-4.895407538
4.80104938,3.538206043
-5.94660681,-6.631385742
4.237789704,4.778329522
2.726877776,-2.804097997
-2.098581414,3.340754998
6.223391142,-5.280773414
-5.220041358,-6.841536932
-6.599518613,7.131065186
6.008860552,7.849822902
4.917658999,5.428331112
6.34393003,1.97094745
5.746893515,-6.08344463
3.772701675,4.994938314
7.666475514,0.786757599
-5.520514055,-5.389700307
-2.535720337,2.232907991
6.462796445,5.751641255
-3.501847309,3.732517525
5.184005474,7.437017688
5.585697275,4.845167371
5.521514725,4.269157154
-5.199171319,-4.222743239
-3.225479381,2.850027737
-8.817979225,7.759712295
2.556253911,-3.21872915
6.60216818,-7.777279148
3.54565506,-2.69543094
-6.32106871,6.863004511
7.732266019,3.180785365
-1.730657818,3.256517963
6.237647397,3.699304676
5.605595136,4.96370659
2.912520122,-3.37787258
5.478761766,7.010675669
8.051553475,-4.718915409
7.295541664,-6.606443993
8.289510687,2.151253825
-1.664037648,0.649413143
2.453843618,-3.158204225
-1.543762579,2.732702894
3.502421841,5.45268785
9.254109075,2.639494192
-1.762298287,1.826767506
4.530412954,4.998937108
6.448096227,6.854196083
3.354054338,-2.521648842
-4.832909124,-6.567736099
-6.056186566,-3.534832987
5.770861774,5.269372673
-4.224467338,4.256647949
4.103734708,7.133554793
-5.771938768,-4.451158832
4.344920396,4.900801078
-4.543287591,-4.091547488
4.664801026,4.476024806
6.384311835,-7.971635314
6.965463119,7.093525716
-2.308851845,-0.002300889
4.843326172,4.746767415
7.239032853,4.593314598
8.064128375,0.835843137
4.630906268,3.735130107
7.283998639,2.381954544
2.298413399,4.1859893
8.111124005,3.620923113
-8.153332403,5.312655653
2.944386969,-3.451953821
-0.705583,1.953789837
-3.977042103,2.469053266
-2.085921511,1.955333316
-3.742762834,2.78052922
-6.620114069,-4.850836548
-1.97787928,2.417098046
8.144440662,3.991277935
-7.519396372,6.659092123
4.660281662,5.55104826
4.073522157,4.525890716
-7.288548696,6.216246479
-7.129517247,7.579857285
3.279163456,-2.961997304
-1.126844548,2.062335063
5.123659629,2.813672751
-1.219758586,1.880988963
-9.152383545,7.876455646
8.447186231,2.962794309
-3.347266426,2.458891695
-3.739526169,3.272411437
4.082346364,4.944444804
-5.507340044,3.768006898
6.497466347,4.352569531
-0.493092649,0.926471237
-3.15163921,3.182875372
-2.030664885,3.407274823
-5.178770228,-4.428799605
6.406038302,2.424388142
-4.560026995,2.955532798
5.398043524,4.125862014
6.256479945,-5.595298725
8.470025572,1.911876278
-2.561241442,2.415804658
1.750297143,-1.854528714
-3.139278667,5.158858478
5.637451588,-4.901294637
-6.699116579,-5.420604017
-3.2935733,-6.56167024
-2.20715276,3.060391925
1.682207133,7.300150552
-1.181730212,4.216048791
2.996964544,-2.580754613
5.727099226,3.730465018
-2.653902904,2.478963337
3.838850407,-3.276794121
2.967930827,-2.835618795
-4.258493997,3.100371927
-4.342351872,-3.482565614
9.133309916,3.031796783
4.174194726,3.168931361
-7.389923707,7.15805349
-1.316279264,2.537250272
4.35613337,5.882829905
4.84511786,2.535216783
5.463102831,-7.204707802
8.391293058,2.427887614
-4.872002164,3.038453878
-5.960237126,-5.267600989
-4.741825152,-5.661784755
-1.217212546,0.108329412
2.834217776,1.55572857
-4.72991787,-5.329501573
4.530200065,-5.190475409
-3.604775852,2.286234963
-3.533853024,3.295110627
-3.684025829,-5.199228832
-8.514470309,7.321593211
-5.671359172,7.313184474
1.723039433,-2.532840044
8.551363348,-5.995195627
5.100486076,5.773908827
-4.765542021,-5.571481134
-7.215667638,6.12703891
-8.269330497,8.702514658
4.678311933,-6.317304616
8.336013704,2.281140389
-4.037184457,3.856498218
-4.785781364,2.357748025
4.521419097,3.805961215
3.075209453,-2.817519499
8.625862227,0.973092341
-3.159944731,2.655668287
3.052687753,-3.667012747
-4.644944457,-4.380292757
5.895220326,-7.082972874
-2.928547039,0.506414356
-4.607804912,3.37424036
8.540404664,-6.657470716
5.300853796,6.722956024
-4.406037269,3.16758315
3.565345435,5.708609417
-5.061681368,-4.72707842
-7.824514162,6.391410277
2.724070927,-1.720900357
-6.777710144,8.278865813
6.200614288,6.131436995
9.072536747,1.924653836
6.898561761,3.700737728
3.028324962,-2.735153623
-4.303100237,-5.260818826
3.771054976,-1.996953556
2.582326473,-1.927425436
4.536186384,3.871765392
8.040700438,2.046078112
-7.846850966,8.249618905
4.967949058,3.879182481
9.453300912,1.710174661
2.9046588,-2.891283563
-1.788127504,-5.654143473
9.996534815,3.240549111
0.78744393,4.814644611
-5.40862057,-1.408450456
3.380639431,9.105605816
8.953245169,5.399746272
-3.557982253,4.401401998
-7.099204893,2.106610715
7.010668285,8.730396951
-0.727646976,4.197138977
2.897803015,8.176120957
8.608304134,-7.796086343
4.481332449,-2.768567709
-7.593465517,-8.266764989
2.724730902,-6.809646345
3.664641889,-2.100240439
-9.671808447,9.081000139
5.166721791,0.061745347
6.923372911,-3.143665906
-2.662282442,-8.400625757
4.420982722,3.185119794
0.55790261,-4.537020785
3.958465516,1.079114848
7.812206532,0.52700027
-7.243137128,0.64081705
-6.506553728,5.722295656
-5.128653208,5.795380414
9.958543631,3.392261298
-0.860993017,8.196910665
-6.727722449,7.006551964
7.792830939,-2.076085311
-3.336555072,-1.56928039
5.455500966,9.557803952
3.352729681,-9.895931344
4.795998698,9.898790057
-0.730774308,-3.954785209
4.207120788,1.37832344
-0.8849946,6.528227023
-3.547844002,-4.136611082
-7.189038337,-1.727425304
8.461394754,-8.494147436
-5.041875174,6.645593781
-8.826798865,-6.342697688
-0.118362806,-8.625290827
-7.596833769,3.41233522
4.112358721,-6.078567681
9.534109427,-8.180382093
3.107417905,-9.252808364
5.614383959,-5.748564046
8.950670576,7.033054027
0.95543479,-2.71131235
-6.435871413,3.280031645
7.731761122,9.240341514
3.945948061,-2.720128819
-1.778901946,-1.480164997
4.030206103,9.750923481
8.004496685,-0.704008789
-0.084988577,-7.293669959
-8.502069671,6.542685091
6.951192431,8.184837444
-9.246402304,7.479981735
-8.474886635,7.735028029
0.02072756,-7.346506358
-4.770965283,6.850942551
7.85264754,7.480070567
-0.581941944,-8.203998134
6.786704554,-0.93102144
5.4980965,-6.751434268
0.55299544,-9.383998006
-1.729245447,-1.341893162
-9.859423565,-0.796067812
0.11868216,4.709259076
9.389325925,8.106651122
9.84708311,-7.695797801
-3.063825874,6.879694029
5.762693483,6.491873928
1.39090953,6.742444809
-6.82172815,-1.838440339
-1.312926746,0.015298191
-6.675055094,1.548652905
1.417840119,3.971659391
7.508547545,3.048208229
3.275731827,-0.874282638
-7.742262931,7.031935755
4.522077305,2.082992775
0.99164377,-7.606444214
-5.744125923,1.351445782
0.314787153,-1.843347688
-1.483870908,-7.687219205
-8.422101427,8.236349866
3.742542507,-5.563985055
1.012791335,6.649754903
-1.819537204,7.013182964
3.74524188,-7.333473528
0.083262416,1.375132956
-2.936797683,-8.370194228
1.143185705,-3.559124352
-0.691417928,-9.209880532
-8.075611469,5.241598533
-3.181395453,4.047688737
5.107899155,-0.76688096
-6.540321604,-8.67507938
5.734674803,-0.642988897
-9.978932998,-6.821969884
4.451616605,-6.042044718
8.878646595,-4.512630956
-5.519354848,-4.374575656
-4.716898094,-3.094467013
3.747499428,-2.78549981
9.978009603,-4.988878824
0.865423367,5.734317465
-7.730804643,-4.937106642
-0.600587202,3.161112967
-3.706058241,6.104110267
4.64476962,3.203799081
7.059340416,7.848295766
1.554678842,2.853604646
-8.098448967,8.158491679
-9.59234328,-5.502499463
6.557545871,-4.518284491
-6.892279552,-9.418104235
4.792107808,5.361145462
7.294801976,-3.790435796
4.379545706,-6.144477304
8.444526548,0.3828224
-8.513817742,-2.751573908
-8.854491915,0.176618412
7.639300537,-9.587951855
2.393512732,-3.383125112
1.691338717,1.826898277
-8.948210781,-3.041918816
5.081885507,-2.292431981
-4.182144721,-7.129397879
-5.579503478,-8.36188234
-3.772729038,2.310373242
2.431664816,-5.436612257
8.302481163,-1.128982112
-5.012876106,-4.222641225
-2.210522133,9.391553602
-9.664340379,-8.883566321
4.010606563,-9.750262115
-3.30399998,-4.157696751
-6.361269956,-3.532939375
-9.473865771,-5.372256548
9.786404241,8.15711829
-8.923133958,3.279163505
-6.729022886,-2.827870295
9.116463697,-5.898674872
-9.665361441,-5.533721486
3.852792035,-2.912204732
-9.99703318,1.696589638
-8.259499841,-9.912709989
-6.826947528,6.379791677
-2.821869186,9.888878067
-9.28039841,8.408779813
2.165238597,3.979019054
-2.66827021,3.672849978
-6.233785555,-3.110402172
0.587347888,-8.718998793
-1.943463324,-7.99441153
-9.950413921,8.020420305
-7.571533698,-8.336620043
-6.766988752,-5.628287682
-1.01443249,5.989285863
0.479960322,-4.49532412
-2.202083874,-7.711866998
9.439184489,3.871043226
-0.533916118,9.396943604
-6.505615519,-7.731952526
1.481454322,-3.925762945
2.278155711,-8.412064887
-3.793027397,-8.886728213
-1.710441722,1.732672893
-5.337437774,-3.656641733
9.393290431,-2.980666598
7.736662798,2.096703733
1.655958772,-4.334388704
-5.742053616,-1.383444138
7.896041509,8.35883497
-2.906816585,8.155364309
2.615589516,8.533723008
-2.212755938,8.523963758
-4.882830663,-6.870529705
1.327679399,2.189164243
8.192397577,-3.238778671
-0.401371974,8.394540437
-3.711927987,-8.998010552
-5.390857355,-7.738915582
-5.324087707,-8.25444066
-7.890349646,-8.860465847
2.637688309,-9.226776828
9.896375027,-3.627886847
8.340582716,-9.923036189
5.238280141,-9.057271896
7.37295115,4.305873129
3.932195865,-0.444116955
6.51246626,9.894481827
9.122072406,-2.751862674
0.545898977,-4.874468635
-3.53083362,2.615698636
9.544882036,4.516100925
-6.299369495,5.169675897
6.28910043,5.815901104
4.600307574,9.679130378
-1.971747888,5.340399712
8.726072718,8.253619508
8.386832883,-1.863219455
6.315995838,-4.24294813
-7.014786778,0.813382982
0.429836356,-4.998598864
1.72423117,0.534642534
3.516363715,9.638748803
3.497430573,8.549938656
-7.713925923,-2.721132134
7.869642957,0.037148952
3.727402551,4.253991987
6.788151072,2.373401964
-9.61115758,-8.645081211
